ID,Dialogue,Reference Summary,Generated Summary,Missing Information,Redundant Information,Circumstance,Wrong Reference,Negation,Object,Tense,Modality,Score,Model Name
341,"Paul: What color flowers should I get
Cindy: any just not yellow
Paul: ok, pink?
Cindy: no maybe red
Paul: just tell me what color and what type ok?
Cindy: ugh, red roses! ","Paul will buy red roses following Cindy's advice.
",Paul will get pink flowers. Cindy will get red roses.,x,,,,,x,,,4.0,Pegasus-Cons
342,"Mary: Hello, I think you've left your credit card at our shop
Jenny: Thank you for getting in touch! Thank you so much!
Mary: No worries :)
Jenny: When can I pick it up?
Mary: Whenever you come, it's safe with one of our cashiers :)","Jenny has left her credit car at the Mary's shop.
",Jenny left her credit card at Mary's shop. Mary will pick it up when she comes to pick it up.,,,,x,,,,,6.0,Pegasus-Baseline
343,"Mary: Hello, I think you've left your credit card at our shop
Jenny: Thank you for getting in touch! Thank you so much!
Mary: No worries :)
Jenny: When can I pick it up?
Mary: Whenever you come, it's safe with one of our cashiers :)","Jenny has left her credit car at the Mary's shop.
",Adam left Jenny's credit card at Mary's shop. Jenny will pick it up whenever she comes.,,,,x,,,,,6.0,T5-Baseline
344,"Mary: Hello, I think you've left your credit card at our shop
Jenny: Thank you for getting in touch! Thank you so much!
Mary: No worries :)
Jenny: When can I pick it up?
Mary: Whenever you come, it's safe with one of our cashiers :)","Jenny has left her credit car at the Mary's shop.
",Jenny left her credit card at the shop.,x,,,,,,,,5.0,T5-Cons
345,"Mary: Hello, I think you've left your credit card at our shop
Jenny: Thank you for getting in touch! Thank you so much!
Mary: No worries :)
Jenny: When can I pick it up?
Mary: Whenever you come, it's safe with one of our cashiers :)","Jenny has left her credit car at the Mary's shop.
",Jenny has left her credit card at the shop. She will pick it up whenever she comes.,x,,,,,,,,8.0,BART-Cons
346,"Mary: Hello, I think you've left your credit card at our shop
Jenny: Thank you for getting in touch! Thank you so much!
Mary: No worries :)
Jenny: When can I pick it up?
Mary: Whenever you come, it's safe with one of our cashiers :)","Jenny has left her credit car at the Mary's shop.
",Jenny has left her credit card at the shop. She will pick it up with one of the cashiers.,x,,,,,,,,8.0,Pegasus-Cons
347,"Mary: Hello, I think you've left your credit card at our shop
Jenny: Thank you for getting in touch! Thank you so much!
Mary: No worries :)
Jenny: When can I pick it up?
Mary: Whenever you come, it's safe with one of our cashiers :)","Jenny has left her credit car at the Mary's shop.
",Mary has left her credit card at Jenny's shop. Jenny will pick it up whenever she comes.,,,,x,,,,,7.0,BART-Baseline
348,"Gary: Hey, don't forget about Tom's bday party!
Lara: I won't! What time should I show up?
Gary: Around 5 pm. He's supposed to be back home at 5:30, so we'll have just enough time to prep things up.
Lara: You're such a great boyfriend. He will be so happy!
Gary: Yep, I am :)
Lara: So I'll just pick up the cake and get the balloons...
Gary: Thanks, you're so helpful. I've already paid for the cake.
Lara: No problem, see you at 5 pm!
Gary: See you!","It's Tom's birthday. Lara and Gary will come to Tom's place about 5 pm to prepare everything before Tom gets back home at 5:30. Gary has already paid for the cake - Lara will pick it up and she will also get the balloons. 
",Tom's birthday party is around 5 pm. Lara will pick up the cake and get balloons. Gary will pay for the balloons.,,,x,x,,x,,,6.0,BART-Baseline
349,"Gary: Hey, don't forget about Tom's bday party!
Lara: I won't! What time should I show up?
Gary: Around 5 pm. He's supposed to be back home at 5:30, so we'll have just enough time to prep things up.
Lara: You're such a great boyfriend. He will be so happy!
Gary: Yep, I am :)
Lara: So I'll just pick up the cake and get the balloons...
Gary: Thanks, you're so helpful. I've already paid for the cake.
Lara: No problem, see you at 5 pm!
Gary: See you!","It's Tom's birthday. Lara and Gary will come to Tom's place about 5 pm to prepare everything before Tom gets back home at 5:30. Gary has already paid for the cake - Lara will pick it up and she will also get the balloons. 
",Lara will come to Tom's birthday party around 5 pm. Gary will be back home at 5:30. Lara will pick up the cake and get the balloons.,x,,,x,,,,,6.0,BART-Cons
350,"Gary: Hey, don't forget about Tom's bday party!
Lara: I won't! What time should I show up?
Gary: Around 5 pm. He's supposed to be back home at 5:30, so we'll have just enough time to prep things up.
Lara: You're such a great boyfriend. He will be so happy!
Gary: Yep, I am :)
Lara: So I'll just pick up the cake and get the balloons...
Gary: Thanks, you're so helpful. I've already paid for the cake.
Lara: No problem, see you at 5 pm!
Gary: See you!","It's Tom's birthday. Lara and Gary will come to Tom's place about 5 pm to prepare everything before Tom gets back home at 5:30. Gary has already paid for the cake - Lara will pick it up and she will also get the balloons. 
",Lara will come to Tom's birthday party at 5 pm. Gary has already paid for the cake.,x,,,,,,,,8.0,T5-Baseline
351,"Gary: Hey, don't forget about Tom's bday party!
Lara: I won't! What time should I show up?
Gary: Around 5 pm. He's supposed to be back home at 5:30, so we'll have just enough time to prep things up.
Lara: You're such a great boyfriend. He will be so happy!
Gary: Yep, I am :)
Lara: So I'll just pick up the cake and get the balloons...
Gary: Thanks, you're so helpful. I've already paid for the cake.
Lara: No problem, see you at 5 pm!
Gary: See you!","It's Tom's birthday. Lara and Gary will come to Tom's place about 5 pm to prepare everything before Tom gets back home at 5:30. Gary has already paid for the cake - Lara will pick it up and she will also get the balloons. 
",Lara will pick up the cake and get the balloons for Tom's birthday party at 5 pm.,x,,,,,,,,7.0,Pegasus-Cons
352,"Gary: Hey, don't forget about Tom's bday party!
Lara: I won't! What time should I show up?
Gary: Around 5 pm. He's supposed to be back home at 5:30, so we'll have just enough time to prep things up.
Lara: You're such a great boyfriend. He will be so happy!
Gary: Yep, I am :)
Lara: So I'll just pick up the cake and get the balloons...
Gary: Thanks, you're so helpful. I've already paid for the cake.
Lara: No problem, see you at 5 pm!
Gary: See you!","It's Tom's birthday. Lara and Gary will come to Tom's place about 5 pm to prepare everything before Tom gets back home at 5:30. Gary has already paid for the cake - Lara will pick it up and she will also get the balloons. 
",Lara will come to Tom's birthday party at 5 pm. Gary has already paid for the cake.,x,,,,,,,,7.0,T5-Cons
353,"Gary: Hey, don't forget about Tom's bday party!
Lara: I won't! What time should I show up?
Gary: Around 5 pm. He's supposed to be back home at 5:30, so we'll have just enough time to prep things up.
Lara: You're such a great boyfriend. He will be so happy!
Gary: Yep, I am :)
Lara: So I'll just pick up the cake and get the balloons...
Gary: Thanks, you're so helpful. I've already paid for the cake.
Lara: No problem, see you at 5 pm!
Gary: See you!","It's Tom's birthday. Lara and Gary will come to Tom's place about 5 pm to prepare everything before Tom gets back home at 5:30. Gary has already paid for the cake - Lara will pick it up and she will also get the balloons. 
",Gary and Lara will meet at 5 pm for Tom's birthday party. Lara will pick up the cake and get the balloons.,x,,,,,,,,8.0,Pegasus-Baseline
354,"Laura: Where are you?
Paul: Almost there.
Laura: Which is?
Paul: Close to the Mac.
Laura: That's so far away!
Paul: 15 mins
Laura: I am not waiting any more, see you some other time.
Paul: Please, wait!
Laura: I've waited 30 minutes, 15 minutes ago you wrote you were almost here. This is too much.
Paul: I am so sorry.
Laura: I am not. ","Paul is late for a meeting with Laura and she refuses to wait any longer.
","Paul is almost there, but Laura is 30 minutes late.",x,,x,x,,,,,5.0,Pegasus-Baseline
355,"Laura: Where are you?
Paul: Almost there.
Laura: Which is?
Paul: Close to the Mac.
Laura: That's so far away!
Paul: 15 mins
Laura: I am not waiting any more, see you some other time.
Paul: Please, wait!
Laura: I've waited 30 minutes, 15 minutes ago you wrote you were almost here. This is too much.
Paul: I am so sorry.
Laura: I am not. ","Paul is late for a meeting with Laura and she refuses to wait any longer.
",Paul is close to the Mac. Laura is waiting for him.,x,,,,,,x,x,5.0,BART-Baseline
356,"Laura: Where are you?
Paul: Almost there.
Laura: Which is?
Paul: Close to the Mac.
Laura: That's so far away!
Paul: 15 mins
Laura: I am not waiting any more, see you some other time.
Paul: Please, wait!
Laura: I've waited 30 minutes, 15 minutes ago you wrote you were almost here. This is too much.
Paul: I am so sorry.
Laura: I am not. ","Paul is late for a meeting with Laura and she refuses to wait any longer.
","Paul is almost there, but he's still 30 minutes away. Laura is angry, because Paul is not coming.",,,x,,,,,,6.0,T5-Cons
357,"Laura: Where are you?
Paul: Almost there.
Laura: Which is?
Paul: Close to the Mac.
Laura: That's so far away!
Paul: 15 mins
Laura: I am not waiting any more, see you some other time.
Paul: Please, wait!
Laura: I've waited 30 minutes, 15 minutes ago you wrote you were almost here. This is too much.
Paul: I am so sorry.
Laura: I am not. ","Paul is late for a meeting with Laura and she refuses to wait any longer.
","Paul is almost there, close to the Mac. Laura has waited 30 minutes for him. She is not waiting any more.",,,,,,,,,10.0,Pegasus-Cons
358,"Laura: Where are you?
Paul: Almost there.
Laura: Which is?
Paul: Close to the Mac.
Laura: That's so far away!
Paul: 15 mins
Laura: I am not waiting any more, see you some other time.
Paul: Please, wait!
Laura: I've waited 30 minutes, 15 minutes ago you wrote you were almost here. This is too much.
Paul: I am so sorry.
Laura: I am not. ","Paul is late for a meeting with Laura and she refuses to wait any longer.
",Adam is almost there. Laura has waited 30 minutes. Paul is almost there.,x,,,x,,,,,6.0,T5-Baseline
359,"Laura: Where are you?
Paul: Almost there.
Laura: Which is?
Paul: Close to the Mac.
Laura: That's so far away!
Paul: 15 mins
Laura: I am not waiting any more, see you some other time.
Paul: Please, wait!
Laura: I've waited 30 minutes, 15 minutes ago you wrote you were almost here. This is too much.
Paul: I am so sorry.
Laura: I am not. ","Paul is late for a meeting with Laura and she refuses to wait any longer.
",Laura has been waiting for Paul for 15 minutes. She is not going to wait any more.,x,,x,,,,,,6.0,BART-Cons
360,"Salma: <file_video>
Salma: the latest cat meme
Hugh: oh sweet, I can never get enough of those lol
Hugh: <file_photo>
Salma: hahaha same","Salma and Hugh like cat memes.
",Hugh and Salma like the latest cat meme.,,,,,,,,,9.0,BART-Cons
361,"Salma: <file_video>
Salma: the latest cat meme
Hugh: oh sweet, I can never get enough of those lol
Hugh: <file_photo>
Salma: hahaha same","Salma and Hugh like cat memes.
",Salma and Hugh have a cat meme.,,,,x,,,,,7.0,Pegasus-Baseline
362,"Salma: <file_video>
Salma: the latest cat meme
Hugh: oh sweet, I can never get enough of those lol
Hugh: <file_photo>
Salma: hahaha same","Salma and Hugh like cat memes.
",Salma and Hugh love cat memes.,,,,,,,,,10.0,T5-Cons
363,"Salma: <file_video>
Salma: the latest cat meme
Hugh: oh sweet, I can never get enough of those lol
Hugh: <file_photo>
Salma: hahaha same","Salma and Hugh like cat memes.
",cat meme is very popular.,x,,,,,x,,,6.0,T5-Baseline
364,"Salma: <file_video>
Salma: the latest cat meme
Hugh: oh sweet, I can never get enough of those lol
Hugh: <file_photo>
Salma: hahaha same","Salma and Hugh like cat memes.
",Salma and Hugh are laughing at the latest cat meme.,x,,,,,,,,7.0,Pegasus-Cons
365,"Salma: <file_video>
Salma: the latest cat meme
Hugh: oh sweet, I can never get enough of those lol
Hugh: <file_photo>
Salma: hahaha same","Salma and Hugh like cat memes.
",Salma sends Hugh a video of the latest cat meme.,,,,,,,,,8.0,BART-Baseline
366,"Matt: results should be announced soon
Matt: probably today 
Oliver: they posted it
Oliver: <file_other>
Peter: I didn't get into Stanford :(
Matt: let me see
Matt: yup, I did
Oliver: me too
Oliver: barely
Peter: I'm happy for you guys
Matt: chin up! there are many other options
Oliver: exactly, don't give up
Peter: thanks guys, that means a lot
Peter: send your documents asap
Peter: otherwise you'll stuck in the queue
Matt: thanks for a heads-up
Oliver: yea, we owe you one
Peter: I have to look for other university
Peter: see ya
Matt: bye","Todays results show that Matt and Oliver got into Stanford University, Peter did not. 
",Matt and Oliver got into Stanford. Peter didn't get into Stanford and has to look for another university.,,,,,,,,,10.0,BART-Cons
367,"Matt: results should be announced soon
Matt: probably today 
Oliver: they posted it
Oliver: <file_other>
Peter: I didn't get into Stanford :(
Matt: let me see
Matt: yup, I did
Oliver: me too
Oliver: barely
Peter: I'm happy for you guys
Matt: chin up! there are many other options
Oliver: exactly, don't give up
Peter: thanks guys, that means a lot
Peter: send your documents asap
Peter: otherwise you'll stuck in the queue
Matt: thanks for a heads-up
Oliver: yea, we owe you one
Peter: I have to look for other university
Peter: see ya
Matt: bye","Todays results show that Matt and Oliver got into Stanford University, Peter did not. 
",The results should be announced soon. Peter didn't get into Stanford. Matt will look for other university.,x,,,x,,,,,6.0,BART-Baseline
